"id","Company_name","Company_ch_name","Company_ch_fullname","Company_en_fullname","Company_en_name","stock_number","tax_id_number","ch_address","en_address","established_date","listed_date","current_state","TEJ_sector","listed_sector","phone","website","ceo","top_manager","finance_manager","spokesman","staff_number","capital","TEJ_sector_name","new_TEJ_sector_name","TEJ_subsector_name","TEJ_new_sector_name","TEJ_sector_num","TEJ_industry_name","TEJ_subsecor_code","TEJ_subsector_fullname","main_bussiness1","main_bussiness2","main_bussiness3","main_product_dis","last_listed_date","last_IPO_date","first_OTC_date","unlisted_date","last_unIPO_date","update_time"
"756","2845 遠東銀","遠東銀","遠東國際商業銀行","Far Eastern International Bank","Far Eastern Bank","2845","ID 86517096","台北市大安區敦化南路二段207 號26. 27樓","26/F, 207, Tun Hwa S. Rd., Sec.2, Taipei, Taiwan","1992-01-11","1995-11-14","Current","17","TSE","02-23786868","http://www.feib.com.tw","侯金英","周添財","周心華(資深協理)","林建忠(執行副總經理)","2533","34481044410","M28A 本國銀行","M2800 金融業","M28A 本國銀行","金融業","M28A","本國銀行","M28A","本國銀行","收受存款﹑辦理放款﹑保證","簽發信用狀﹑辦理國內外匯兌及承兌業務","辦理投資及代銷公債﹑公司債及金融債券","2019/12:淨利息收益(46.6%),手續費(29.6%),透過損益按FV衡量之金融資產負債(18.6%)","1998-11-27","1992-01-11","1995-11-14","0000-00-00","0000-00-00",\N
"757","2846 中興銀","中興銀","中興商業銀行","Chung Shing Bank","Chung Shing Bank","280906","ID 86518709","高雄市四維四路30號","30, Sh Wei 4th Rd., Kaohsiung","1992-02-11","1995-09-26","Current","17","0","02-25616601","http://www.csbank.com.tw","潘隆政","林茂雄","麥增欽(經理)","白貞忠(代副總經理)","1306","3715000000","M28A 本國銀行","0","M28A 本國銀行","0","M28A","本國銀行","M28A","本國銀行","銀行業務","0","0","2001/12:利息收入(91.3%),買賣票券利益(4.8%),手續費(1.9%)","1999-01-08","1992-02-11","1995-09-26","2002-01-17","2002-11-14",\N
"758","2847 大眾銀","大眾銀","大眾商業銀行","Ta Chong Bank Ltd.","TC bank","2847","ID 86521079","台北市大安區敦化南路一段66號6-9樓及68號2樓、2樓之1、7樓、9樓","6-9F, No.66, Sec.1, Dunhua S. Rd., Taipei, Taiwan","1992-03-18","1996-01-30","Current","17","0","02-21736099","http://www.tcbank.com.tw","陳建平","金家琳","田富彰(資深協理)","張寒青(協理)","2327","36372406880","M28A 本國銀行","M2800 金融業","M28A 本國銀行","金融業","M28A","本國銀行","M28A","本國銀行","H101021商業銀行業H601011人身保險代理人H601021財產保險代理人","0","0","2017/12:淨利息收益(54.9%),手續費(39.5%),透過損益按FV衡量之金融資產負債(12.8%)","1999-02-04","1991-08-01","1996-01-30","2016-03-22","2018-06-14",\N
"759","2848 華南保","華南保","華南產物保險","South China Insurance Co., Ltd.","South China Insu.","2848","ID 03415101","台北市信義區忠孝東路四段 560號 5樓","5/F, 560, Chung Hsiao E. Rd., Sec.4, Taipei, Taiwan","1963-04-11","1999-05-20","Current","17","0","02-27588418","http://www.south-china.com.tw","涂志佶","陳文智","羅怡玲(財務主管)","林適祺(副總經理)","1029","2001386250","M28J 產險業","M2800 金融業","M28J 產險業","金融業","M28J","產險業","M28J","產險業","經營財產保險業務","0","0","2019/12:個人壽險(85.5%),再保佣金(8.4%),金融資產評價損益(7.3%)","1999-05-20","1991-11-20","0000-00-00","2003-08-15","0000-00-00",\N
"760","2849 安泰銀","安泰銀","安泰商業銀行","EnTie Commercial Bank","EnTie Bank","2849","ID 86928561","台北市信義區信義路五段7 號40樓","40F, No.7, Xin Yi Rd., Sec.5, Taipei, Taiwan","1993-01-14","1995-12-27","Current","17","TSE","02-81012277","http://www.entiebank.com.tw","丁予康","張振芳","鄭啟安","張人偉(副總經理)","1447","19579100500","M28A 本國銀行","M2800 金融業","M28A 本國銀行","金融業","M28A","本國銀行","M28A","本國銀行","經營銀行法規定之商業銀行業務","經營信託法及信託業法規定之信託業務","0","2019/12:淨利息收益(57.1%),手續費(27.7%),透過損益按FV衡量之金融資產負債(8.7%)","1999-09-27","1993-01-14","1995-12-27","0000-00-00","0000-00-00",\N
"761","2850 新產","新產","新光產物保險","Shinkong Insurance Co., Ltd.","SK Insurance","2850","ID 03458403","台北市中山區建國北路二段13號11樓","11/F, 13, ChienKuo N. Rd., Sec.2, Taipei, Taiwan","1963-04-26","2000-05-22","Current","17","TSE","02-25075335","http://www.skinsurance.com.tw","吳昕紘","何英蘭","張寶貴(副理)","黃植原(資深副總經理)","1688","3159633000","M28J 產險業","M2800 金融業","M28J 產險業","金融業","M28J","產險業","M28J","產險業","財產保險","0","0","2019/12:個人壽險(92.6%),金融資產評價損益(4.5%),再保佣金(2.6%)","2000-05-22","1995-03-15","0000-00-00","0000-00-00","0000-00-00",\N
"762","2851 中再保","中再保","中央再保險","Central Reinsurance Corp.","Central Reinsurance","2851","ID 11081991","台北市中山區南京東路二段53號12樓","12/F, 53, Nanking E., Rd., Sec.2, Taipei, Taiwan","1968-05-29","2000-07-06","Current","17","TSE","02-25115211","http://www.centralre.com","楊誠對","鄭靜芬","張允寧","鄭靜芬(副總經理)","145","5903887500","M28J 產險業","M2800 金融業","M28J 產險業","金融業","M28J","產險業","M28J","產險業","H501031再保險業","0","0","2019/12:個人壽險(94%),金融資產評價損益(4.1%),利息收入(3.3%)","2000-07-06","1982-11-25","0000-00-00","0000-00-00","0000-00-00",\N
"763","2852 第一保","第一保","第一產物保險","The First Insurance Co., Ltd.","First Insurance","2852","ID 03359109","台北市中正區忠孝東路一段54號","54, Chung Hwa E. Rd., Sec.1, Taipei, Taiwan","1962-09-04","2000-11-28","Current","17","TSE","02-23913271","http://www.firstins.com.tw","李正漢","呂秋敏","施冬森(經理)","胡全緯(經理)","870","3011637840","M28J 產險業","M2800 金融業","M28J 產險業","金融業","M28J","產險業","M28J","產險業","財產保險","0","0","2019/12:個人壽險(88.4%),再保佣金(4.8%),金融資產評價損益(2.8%)","2000-11-28","1993-01-11","0000-00-00","0000-00-00","0000-00-00",\N
"764","2854 寶來證","寶來證","寶來證券","Polaris Securities Co., Ltd.","Polaris Securities","000970","ID 22957962","台北市大安區忠孝東路四段 270號 3樓","3/F, 270, JungShiau E. Rd., Sec.4, Taipei, Taiwan","1988-07-22","1996-03-27","Current","17","0","02-87918899","http://www.polaris.com.tw","林孝達","翁健","林連進(協理)","翁健(董事兼總經理)","1729","21385195370","M30A 證券","M2800 金融業","M30A 證券","金融業","M30A","證券","M30A","證券","證券經紀業務","證券自營業務","期貨自營業務","2011/12:發行認購權證負債價值變動利益(62.5%),其他(21.9%),經紀業務(7.2%)","2002-09-16","1989-09-20","1996-03-27","2011-10-03","2012-08-21",\N
"765","2855 統一證","統一證","統一綜合證券","President Securities Corp.","President Securities","2855","ID 23218183","台北市松山區東興路8 號1 樓","1/F, 8, Tong Shin Rd., Taipei, Taiwan","1988-12-17","1999-05-06","Current","17","TSE","02-27478266","https://www.pscnet.com.tw/","林寬成","蔡森部","安芝立(副總經理)","安芝立(財務部副總)","1696","13998378290","M30A 證券","M2800 金融業","M30A 證券","金融業","M30A","證券","M30A","證券","承銷有價證券 自行買賣有價證券 受託買賣有價證券","股務代理 有價證券融資融券業務 期貨業務輔助 期貨自營","其它經證期會核准之有關證券業務","2019/12:營業證券出售損益(37.2%),經紀手續費(29.3%),利息收入(15.8%)","2002-09-16","1990-09-19","1999-05-06","0000-00-00","0000-00-00",\N
"766","2856 元富證","元富證","元富證券","MasterLink Securities Corp.","Master Link","2856","ID 23357868","台北市大安區敦化南路二段97號22樓","22/F, No.97, Tun Hwa S. Rd., Sec.2, Taipei, Taiwan","1989-03-23","1995-08-31","Current","17","0","02-23255818","http://www.masterlink.com.tw","陳俊宏","李明輝","施貽昶(資深協理)","黃建勝(副總經理)","1948","16096098560","M30A 證券","M2800 金融業","M30A 證券","金融業","M30A","證券","M30A","證券","承銷有價證券、自行買賣有價證券、受託買賣有價證券","有價證券買賣融資融券、有價證券股務事項之代理、期貨交易輔助人","期貨自營、受託買賣外國有價證券、其它經主管機關核准之業務","2019/12:經紀手續費(36.8%),營業證券出售損益(23.7%),利息收入(21.5%)","2002-09-16","1990-06-22","1995-08-31","2018-10-01","0000-00-00",\N
"767","2867 三商壽","三商壽","三商美邦人壽保險","Mercuries Life Insurance Co., Ltd.","Mercuries Life","2867","ID 84443471","台北市信義區路信義路五段150 巷2 號6 樓","6F, No.2, Ln.150, Sec.5, Sin-Yi Rd., Taipei, Taiwan","1993-06-12","2012-02-09","Current","17","TSE","02-23455511","http://www.mli.com.tw","陳翔玠","張鎮坤","周曉婷(協理)","陳宏昇(資深副總經理/財務長)","6808","25019714710","M28I 壽險業","M2800 金融業","M28I 壽險業","金融業","M28I","壽險業","M28I","壽險業","經營人身保險業務","0","0","2019/12:個人壽險(67.2%),利息收入(19.5%),分離帳戶保險商品收益(9.7%)","2012-12-18","1996-01-03","0000-00-00","0000-00-00","0000-00-00",\N
"768","2880 華南金","華南金","華南金融控股","Hua Nan Financial Holdings Co., Ltd.","Hua Nan FHC","2880","ID 70826764","台北市信義區松仁路123號","No. 123, Songren Rd., Taipei, Taiwan","2001-12-19","2001-12-19","Current","17","TSE","02-23713111","http://www.hnfhc.com.tw","張雲鵬","羅寶珠","朱婉麗(經理)","張炳輝(處長)","10724","128547788100","M28L 金融控股","M2800 金融業","M28L 金融控股","金融業","M28L","金融控股","M28L","金融控股","金融控股公司業","投資經主管機關核准之事業","對被投資事業之管理","2019/12:淨利息收益(54.4%),手續費(18.7%),兌換損益(8.2%)","2001-12-19","0000-00-00","0000-00-00","0000-00-00","0000-00-00",\N
"769","2881 富邦金","富邦金","富邦金融控股","Fubon Financial Holding Co., Ltd.","Fubon FHC","2881","ID 03374805","台北市大安區建國南路一段237 號","237, Chienkuo S. Rd., Sec.1, Taipei, Taiwan","2001-12-19","2001-12-19","Current","17","TSE","02-66366636","http://www.fubon.com","蔡明興","韓蔚廷","韓蔚廷(總經理)","韓蔚廷(總經理)","44465","115002639950","M28L 金融控股","M2800 金融業","M28L 金融控股","金融業","M28L","金融控股","M28L","金融控股","金融控股公司業","0","0","2019/12:保險業務淨收益(55.4%),透過損益按FV衡量之金融資產負債(37.3%),淨利息收益(30.5%)","2001-12-19","0000-00-00","0000-00-00","0000-00-00","0000-00-00",\N
"770","2882 國泰金","國泰金","國泰金融控股","Cathay Financial Holding Co., Ltd.","Cathay Holdings","2882","ID 70827406","台北市大安區仁愛路四段296 號","296, Jen-Ai Rd., Sec.4, Taipei, Taiwan","2001-12-31","2001-12-31","Current","17","TSE","02-27087698","http://www.cathayholdings.com","蔡宏圖","李長庚","陳晏如(財務長)","鄧崇儀(資深副總經理)","57841","147025101280","M28L 金融控股","M2800 金融業","M28L 金融控股","金融業","M28L","金融控股","M28L","金融控股","投資","管理","0","2019/12:保險業務淨收益(47.8%),透過損益按FV衡量之金融資產負債(37.7%),淨利息收益(35.3%)","2001-12-31","0000-00-00","0000-00-00","0000-00-00","0000-00-00",\N
"771","2883 開發金","開發金","中華開發金融控股","China Development Financial Holding Corp","China Deve. FHC","2883","ID 70827383","台北市松山區南京東路五段125 號12樓","12/F, 125, NanKing E. Rd., Sec.5, Taipei, Taiwan, ROC","2001-12-28","2001-12-28","Current","17","TSE","02-27638800","http://www.cdibh.com","張家祝","Stefano Paolo Bertam","黃碧玲(資深副總經理)","張立荃(資深副總經理)","12506","149732712380","M28L 金融控股","M2800 金融業","M28L 金融控股","金融業","M28L","金融控股","M28L","金融控股","投資及被投資公司之管理","0","0","2019/12:保險業務淨收益(65.2%),淨利息收益(26.4%),透過損益按FV衡量之金融資產負債(20.1%)","2001-12-28","0000-00-00","0000-00-00","0000-00-00","0000-00-00",\N
"772","2884 玉山金","玉山金","玉山金融控股","E.SUN Financial Holding Company, Ltd.","E.S.F.H","2884","ID 70796305","台北市松山區民生東路三段117 號14樓115 號1 樓","14/F, 117, MinSheng E. Rd., Sec.3, Taipei, Taiwan","2002-01-28","2002-01-28","Current","17","TSE","02-21751313","http://www.esunfhc.com.tw","黃永仁","陳美滿","陳美滿(協理)","陳美滿(執行副總經理)","9363","125671000000","M28L 金融控股","M2800 金融業","M28L 金融控股","金融業","M28L","金融控股","M28L","金融控股","金融控股公司業","0","0","2019/12:淨利息收益(36.4%),手續費(34.3%),透過損益按FV衡量之金融資產負債(28.1%)","2002-01-28","0000-00-00","0000-00-00","0000-00-00","0000-00-00",\N
"773","2885 元大金","元大金","元大金融控股","Yuanta Financial Holding Co., Ltd.","Yuanta Group","2885","ID 70796749","台北市松山區敦化南路一段66號4 樓、10樓、12樓及13樓","4F, No.66, Tun Hwa S. Rd., Sec.1, Taipei, Taiwan","2002-02-04","2002-02-04","Current","17","TSE","02-27811999","http://www.yuanta.com","申鼎籛","翁健","麥煦書(資深副總經理)","翁健(總經理)","14248","121374359140","M28L 金融控股","M2800 金融業","M28L 金融控股","金融業","M28L","金融控股","M28L","金融控股","金融控股公司業","0","0","2019/12:保險業務淨收益(37.9%),淨利息收益(24.3%),手續費(16.5%)","2002-02-04","0000-00-00","0000-00-00","0000-00-00","0000-00-00",\N
"774","2886 兆豐金","兆豐金","兆豐金融控股","Mega Financial Holding Co., Ltd.","Mega FHC","2886","ID 70796754","台北市中正區忠孝東路二段123 號14至17樓","14F-17F, No.123, Sec.2, Jhongsiao E. Rd., Taipei, Taiwan","2002-02-04","2002-02-04","Current","17","TSE","02-23578888","http://www.megaholdings.com.tw","張兆順","胡光華","李靜怡(協理)","林瑞雲(副總經理)","9689","135998239830","M28L 金融控股","M2800 金融業","M28L 金融控股","金融業","M28L","金融控股","M28L","金融控股","金融控股公司業","0","0","2019/12:淨利息收益(53.7%),透過損益按FV衡量之金融資產負債(18.4%),手續費(14.2%)","2002-02-04","0000-00-00","0000-00-00","0000-00-00","0000-00-00",\N
"775","2887 台新金","台新金","台新金融控股","Taishin Financial Holding Co., Ltd.","Taishin FHC","2887","ID 80328055","台北市大安區仁愛路四段118 號12、13、15、21、22及23樓","23/F, 118, Sec.4, RenAi Rd., DaAn District, Taipei, TW","2002-02-18","2002-02-18","Current","17","TSE","02-23268888","https://www.taishinholdings.com.tw/tsh/","吳東亮","林維俊","賴昭吟(財務主管)","林維俊(總經理)","9582","117133101700","M28L 金融控股","M2800 金融業","M28L 金融控股","金融業","M28L","金融控股","M28L","金融控股","金融控股公司業","0","0","2019/12:淨利息收益(44.9%),手續費(29.6%),透過損益按FV衡量之金融資產負債(16.1%)","2002-02-18","0000-00-00","0000-00-00","0000-00-00","0000-00-00",\N
"776","2888 新光金","新光金","新光金融控股","Shin Kong Financial Holding Co., Ltd.","Shin Kong FHC","2888","ID 80328219","台北市中正區忠孝西路一段66號38樓","38/F, 66, Chung Hsiao W. Sec.1, Taipei, Taiwan","2002-02-19","2002-02-19","Current","17","TSE","02-23895858","http://www.skfh.com.tw","許澎","吳欣儒","徐順鋆(副總經理)","徐順鋆(資深副總經理)","17470","133173940630","M28L 金融控股","M2800 金融業","M28L 金融控股","金融業","M28L","金融控股","M28L","金融控股","H801011金融控股公司業","0","0","2019/12:保險業務淨收益(56.5%),淨利息收益(38%),透過損益按FV衡量之金融資產負債(17.4%)","2002-02-19","0000-00-00","0000-00-00","0000-00-00","0000-00-00",\N
"777","2889 國票金","國票金","國票金融控股","IBF Financial Holdings Co., Ltd.","IBF","2889","ID 80330257","台北市中山區樂群3 路128 號17樓","17F., No. 128, Lequn 3rd Rd., Zhongshan Dist., Taipei","2002-03-26","2002-03-26","Current","17","TSE","02-77520088","http://www.ibf.com.tw","魏啟林","丁予嘉","楊松達","邱銘恩(副總經理)","1532","28964816950","M28L 金融控股","M2800 金融業","M28L 金融控股","金融業","M28L","金融控股","M28L","金融控股","金融控股公司業","0","0","2019/12:手續費(39.1%),淨利息收益(25.7%),透過損益按FV衡量之金融資產負債(20.3%)","2002-03-26","0000-00-00","0000-00-00","0000-00-00","0000-00-00",\N
"778","2890 永豐金","永豐金","永豐金融控股","Sinopac Financial Holdings Co., Ltd.","Sinopac FHC","2890","ID 80333183","台北市中山區八德路二段306 號3 樓及6 至13樓","3F&6F-13F, No.306, Sec.2, Bade Rd., Taipei, Taiwan","2002-05-09","2002-05-09","Current","17","TSE","02-81618935","http://www.sinopac.com","陳思寬","朱士廷","許如玫(財務長)","許如玫(財務長)","8863","112810541060","M28L 金融控股","M2800 金融業","M28L 金融控股","金融業","M28L","金融控股","M28L","金融控股","本公司得投資下列事業：銀行業、票券金融業、信用卡業、信託業、","保險業、證券業、期貨業、創業投資事業、經主管機關核准投資之外","國金融機構、其他經主管機關認定與金融業相關之事業。","2019/12:淨利息收益(44.3%),手續費(29.6%),透過損益按FV衡量之金融資產負債(18.9%)","2002-05-09","0000-00-00","0000-00-00","0000-00-00","0000-00-00",\N
"779","2891 中信金","中信金","中國信託金融控股","CTBC Financial Holding Co., Ltd.","CTBC Holding","2891","ID 80333992","台北市南港區經貿二路168 號27樓. 29樓","27F. 29F., No.168, Jingmao 2nd Rd., Taipei, Taiwan","2002-05-17","2002-05-17","Current","17","TSE","02-33277777","http://www.ctbcholding.com/","顏文隆","吳一揆","邱雅玲(資深副總經理)","邱雅玲(資深副總經理)","20588","199969795690","M28L 金融控股","M2800 金融業","M28L 金融控股","金融業","M28L","金融控股","M28L","金融控股","投資金融相關事業","經主管機關核准辦理之其他有關業務","0","2019/12:淨利息收益(41.8%),保險業務淨收益(38.5%),透過損益按FV衡量之金融資產負債(13.6%)","2002-05-17","0000-00-00","0000-00-00","0000-00-00","0000-00-00",\N
"780","2892 第一金","第一金","第一金融控股","First Financial Holding Co., Ltd.","First FHC","2892","ID 80351999","台北市中正區重慶南路一段30號","30, Chung King S. Rd., Sec.1, Taipei, Taiwan, R.O.C","2003-01-02","2003-01-02","Current","17","TSE","02-23111111","http://www.firstholding.com.tw","邱月琴","林謙浩","李丞斌(財會主管)","李淑玲(副總經理兼策略規劃處)","9804","128358010780","M28L 金融控股","M2800 金融業","M28L 金融控股","金融業","M28L","金融控股","M28L","金融控股","金融控股公司業","0","0","2019/12:淨利息收益(47.5%),保險業務淨收益(18.8%),透過損益按FV衡量之金融資產負債(14.6%)","2003-01-02","0000-00-00","0000-00-00","0000-00-00","0000-00-00",\N
"781","2897 王道銀行","王道銀行","王道商業銀行","O-Bank Co., Ltd.","O-Bank","2897","ID 70745361","台北市內湖區堤頂大道二段99號","99, Tiding Blvd. Sec.2, Taipei, Taiwan","1999-07-27","2004-08-23","Current","17","TSE","02-87527000","https://www.o-bank.com","駱怡君","李芳遠","張文豐(資深副總經理)","張政權(執行副總經理)","1451","30330063010","M28A 本國銀行","M2800 金融業","M28A 本國銀行","金融業","M28A","本國銀行","M28A","本國銀行","H101021 商業銀行業","H301011 證券商","H601011 人身保險代理人、H601021 財產保險代理人","2019/12:淨利息收益(46.7%),手續費(24.8%),透過損益按FV衡量之金融資產負債(20.7%)","2017-05-05","1999-05-14","0000-00-00","0000-00-00","0000-00-00",\N
"782","2901 欣欣","欣欣","欣欣大眾市場","Shin Shin Co., Ltd.","Shin Shin","2901","ID 11364230","台北市中山區林森北路 247號","247, Lin Shen N. Rd., Taipei, Taiwan","1971-04-15","1976-05-07","Current","18","TSE","02-25212211","http://www.shinshinltd.com.tw","尤志煌","楊喬百","9403起NA","孫中強(經理)","38","730433000","M29A 百貨批發","M2900 貿易百貨","M29A1 百貨購物中","貿易百貨","M29A","百貨批發","M29A1","百貨購物中","百貨業","超市","電影院","2019/12:百貨(36.9%),電影院(24.5%),租金收入(19.7%)","1976-05-07","0000-00-00","0000-00-00","0000-00-00","0000-00-00",\N
"783","2902 中信","中信","中信","Choung Hsim Co., Ltd.","Choung Hsim","2902","ID 33699082","台北市中山區民生東路三段 130巷 9號 4樓","4/F, 9, Lane 130, MingSheng E. Rd., Sec.3, Taipei, TW","1974-05-14","1978-08-14","Current","18","0","02-25460733","chounghsim.com.tw","張成達","俞宗元","甯幼齡(會計部經理)","俞葆森(副總經理)","211","2407029000","M29B 貿易業","0","M29B 貿易業","0","M29B","貿易業","M29B","貿易業","導線架","電子元件之銷售買賣","模具製造業","2004/12:加工業務(71.3%),物料(14.3%),租金收入(10.3%)","1978-08-14","1978-08-14","0000-00-00","2005-06-13","2005-07-01",\N
"784","2903 遠百","遠百","遠東百貨","Far Eastern Department Stores Ltd.","Far Eastern Dept.","2903","ID 03521905","新北市板橋區新站路16號18樓","18F, No.16, Xinzhan Rd., Banqiao Dist., New Taipei City, Taiwan","1967-08-31","1978-10-11","Current","18","TSE","02-77278168","http://www.feds.com.tw","徐旭東","徐雪芳","曾治國(經理)","湯治亞(副總經理)","5581","14169405890","M29A 百貨批發","M2900 貿易百貨","M29A1 百貨購物中","貿易百貨","M29A","百貨批發","M29A1","百貨購物中","買賣環球百貨及經營超級市場","0","0","2019/12:商品銷售(60.2%),專櫃抽成(31.2%),不動產租金(4.4%)","1978-10-11","1976-08-07","0000-00-00","0000-00-00","0000-00-00",\N
"785","2904 匯僑","匯僑","匯僑","Prime Oil Chemical Service Corporation","POCS","2904","ID 12195466","台北市松山區民生東路三段131 號5 樓","5/F, 131, Min Sheng E. Rd., Sec.3, Taipei, Taiwan","1978-10-11","1983-01-05","Current","20","TSE","02-27174347","http://www.pocs.com.tw","廖述群","葉唐榮","李明娟(財務主管)","梁世詮(會計部經理)","69","690344320","M26C 貨運倉儲業","M9900 其他","M26C 貨運倉儲業","其他","M26C","貨運倉儲業","M26C","貨運倉儲業","港埠石化品之裝卸及儲轉業務","進出口貿易業務及其有關之國內外買賣業務","0","2019/12:能源(100%)","1983-01-05","1982-02-18","0000-00-00","0000-00-00","0000-00-00",\N
"786","2905 三商","三商","三商投資控股","Mercuries & Associates Holding, Ltd.","Mercuries","2905","ID 11052709","台北市中山區建國北路二段 145號","145, Chien Kuo N. Rd. Sec.2, Taipei, Taiwan","1965-02-19","1988-09-19","Current","18","TSE","02-25031111","http://www.mercuries.com.tw","陳翔立","陳翔立","王志華(企業服務部副總經理)","王志華(副總經理)","17145","9093509560","M29A 百貨批發","M2900 貿易百貨","M29A9 其他零售","貿易百貨","M29A","百貨批發","M29A9","其他零售","一般投資業","0","0","2019/12:個人壽險(52.8%),個人健康險保費(24.6%),民生用品及餐飲零售(14.1%)","1988-09-19","1986-07-15","0000-00-00","0000-00-00","0000-00-00",\N
"787","2906 高林","高林","高林實業","Collins Co., Ltd.","Collins","2906","ID 11547230","台北市松山區敦化北路 201號 6樓","6/F, 201, TungHwa N. Rd., Taipei, Taiwan","1969-05-05","1989-12-26","Current","18","TSE","02-27125311","http://www.collins.com.tw","李忠良","李忠良","王培煜(副總經理)","王培煜(副總經理)","470","2091110930","M29B 貿易業","M2900 貿易百貨","M29B 貿易業","貿易百貨","M29B","貿易業","M29B","貿易業","國際貿易","進口服飾零售","生技醫療產業","2019/12:外銷(43.2%),洗腎事業(35.9%),服飾零售(11.9%)","1989-12-26","1982-12-06","0000-00-00","0000-00-00","0000-00-00",\N
"788","2908 特力","特力","特力","Test Rite International Co., Ltd.","Test Rite","2908","ID 20795246","台北市內湖區新湖三路23號6 樓","6/F, 23, Hsin Hu 3rd Rd., Taipei, Taiwan","1978-08-10","1993-02-18","Current","18","TSE","02-87915888","http://www.testritegroup.com","李麗秋","李麗秋","林素玲(副總經理)","林素玲(副總經理)","4573","5098875580","M29B 貿易業","M2900 貿易百貨","M29B 貿易業","貿易百貨","M29B","貿易業","M29B","貿易業","一般進出口貿易業務及其有關之國內外買賣業務(許可業務除外)","代理國內外廠商產品之銷售及投標業務","代理國內外廠商之採購及投標業務","2019/12:貿易代理(50.5%),臺灣零售事業(42.5%),其他(3.6%)","1993-02-18","0000-00-00","0000-00-00","0000-00-00","0000-00-00",\N
"789","2910 統領","統領","統領百貨","Tonlin Department Store Co., Ltd.","Tonlin Dept. Store","2910","ID 20937863","台北市大安區忠孝東路四段197 號10樓之 6","10/F-6, 197, Chung Hsiao E. Rd., Sec.4, Taipei, Taiwan","1982-08-18","1996-12-30","Current","18","TSE","02-27522222","http://www.tonlin.com.tw","蘇建義","翁華利","翁如宜(財務長)","陳文隆(副總經理)","84","2087250000","M29A 百貨批發","M2900 貿易百貨","M29A1 百貨購物中","貿易百貨","M29A","百貨批發","M29A1","百貨購物中","百貨零售業","0","0","2019/12:租賃(37.3%),營建工程(29.4%),商品銷售(25.1%)","1996-12-30","0000-00-00","0000-00-00","0000-00-00","0000-00-00",\N
"790","2911 麗嬰房","麗嬰房","麗嬰房","Les Enphants Co., Ltd.","Les Enphants","2911","ID 04377371","台北市內湖區陽光街321 巷60號","60/F, 321 Lane, Yangkwang St., Taipei, Taiwan","1973-06-18","1997-01-18","Current","18","TSE","02-87976699","http://www.enphants.com/c/index.php","林柏蒼","張育韶","蔡明錡(協理)","張育韶(總經理)","2330","1846777750","M29A 百貨批發","M2900 貿易百貨","M29A9 其他零售","貿易百貨","M29A","百貨批發","M29A9","其他零售","成衣服飾製造及買賣業務","各種家具、鞋襪、飾品等百貨之製造及買賣業務","各種玩具之製造及買賣","2019/12:嬰童服飾用品(99.3%),租賃(0.7%)","1997-01-18","1992-09-19","0000-00-00","0000-00-00","0000-00-00",\N
"791","2912 統一超","統一超","統一超商","President Chain Store Corp.","Pre. Chain Store","2912","ID 22555003","台北市松山區東興路65號2 樓","2/F, 65, TungHsing Rd., Taipei, Taiwan, R.O.C.","1987-06-10","1997-08-22","Current","18","TSE","02-27478711","http://www.7-11.com.tw","羅智先","黃瑞典","吳玟琪(財務協理)","徐光宇(專案協理)","39341","10396222550","M29A 百貨批發","M2900 貿易百貨","M29A4 便利商店","貿易百貨","M29A","百貨批發","M29A4","便利商店","超級商店之經營;煙酒.家庭用品之零售","0","0","2019/12:便利商店(61.5%),流通事業(29.7%),其他(8%)","1997-08-22","1991-03-08","0000-00-00","0000-00-00","0000-00-00",\N
"792","2913 農林","農林","台灣農林","Taiwan Tea Corp.","Taiwan Tea","2913","ID 07525207","台北市南港區南港軟體工業園區F 棟園區街 3號15樓","15/F, 3, YuanChu St. NanKang, Taipei, Taiwan","1950-06-15","1962-02-09","Current","18","TSE","02-26557799","http://www.ttch.com.tw","吳清源","林金燕","黃珮禎(財務部副理)","高力川(公共事務處副總)","314","7900000000","M29B 貿易業","M2900 貿易百貨","M29B 貿易業","貿易百貨","M29B","貿易業","M29B","貿易業","茶葉及相關休閒產業","貿易","土地開發","2019/12:茶葉(68.2%),其他(13.8%),食品(11.9%)","1962-02-09","0000-00-00","0000-00-00","0000-00-00","0000-00-00",\N
"793","2915 潤泰全","潤泰全","潤泰全球","Ruentex Industries Limited","Ruentex","2915","ID 14053007","台北市中山區八德路二段308 號13樓之1","13-1/F, 308, Pa Teh Rd., Sec.2, Taipei, Taiwan","1976-01-14","1977-07-20","Current","18","TSE","02-81617999","http://www.ruentex.com.tw","王綺帆","徐志漳","張秀燕(副總經理)","李天傑(副總經理)","646","5648605940","M29A 百貨批發","M2900 貿易百貨","M29A2 量販","貿易百貨","M29A","百貨批發","M29A2","量販","天然棉．纖維．紡織品之製造加工染整印花營銷及進出口貿易業務","農畜水產品．雜貨．衣著．建材．家具及裝飾品之批發及零售業務","委託營造商興建國民住宅．商業大樓出租．出售業務","2019/12:其他(72.1%),先染布(21.2%),後染布(6.8%)","1977-07-20","0000-00-00","0000-00-00","0000-00-00","0000-00-00",\N
